iSub,feature_name,level,threshold_mean_mean
213,leg,4,0.031200000000000002
213,leg,5,0.014466666666666666
213,tail,1,0.015366666666666667
213,tail,2,0.024066666666666667
213,tail,3,0.0235
213,tail,4,0.029433333333333332
213,tail,5,0.031000000000000003
214,neck,1,0.0223
214,neck,2,0.020766666666666666
214,neck,3,0.02296666666666667
214,neck,4,0.0217
214,neck,5,0.0129
214,head,1,0.015666666666666666
214,head,2,0.013066666666666667
214,head,3,0.013733333333333332
214,head,4,0.014533333333333334
214,head,5,0.012466666666666666
214,leg,1,0.014733333333333333
214,leg,2,0.0164
214,leg,3,0.015366666666666666
214,leg,4,0.017533333333333335
214,leg,5,0.0165
214,tail,1,0.0103
214,tail,2,0.021233333333333333
214,tail,3,0.021633333333333334
214,tail,4,0.0192
214,tail,5,0.015366666666666667
215,neck,1,0.0161
215,neck,2,0.0205
215,neck,3,0.017166666666666667
215,neck,4,0.0213
215,neck,5,0.019266666666666665
215,head,1,0.017366666666666666
215,head,2,0.015733333333333332
215,head,3,0.020133333333333333
215,head,4,0.035800000000000005
215,head,5,0.0211
215,leg,1,0.0129
215,leg,2,0.0181
215,leg,3,0.02256666666666667
215,leg,4,0.0251
215,leg,5,0.014733333333333333
215,tail,1,0.0128
215,tail,2,0.01883333333333333
215,tail,3,0.022733333333333335
215,tail,4,0.0243
215,tail,5,0.030833333333333334
216,neck,1,0.016166666666666666
216,neck,2,0.029633333333333334
216,neck,3,0.022866666666666667
216,neck,4,0.022533333333333336
216,neck,5,0.03726666666666667
216,head,1,0.014766666666666668
216,head,2,0.020766666666666666
216,head,3,0.0152
216,head,4,0.028766666666666666
216,head,5,0.030233333333333334
216,leg,1,0.0163
216,leg,2,0.0221
216,leg,3,0.022533333333333336
216,leg,4,0.025433333333333332
216,leg,5,0.020399999999999998
216,tail,1,0.019399999999999997
216,tail,2,0.017666666666666667
216,tail,3,0.030100000000000002
216,tail,4,0.0216
216,tail,5,0.03163333333333333
217,neck,1,0.019933333333333334
217,neck,2,0.0161
217,neck,3,0.018233333333333334
217,neck,4,0.023399999999999997
217,neck,5,0.03203333333333333
217,head,1,0.0151
217,head,2,0.028533333333333334
217,head,3,0.021766666666666667
217,head,4,0.03306666666666667
217,head,5,0.017833333333333333
217,leg,1,0.01933333333333333
217,leg,2,0.0229
217,leg,3,0.02733333333333333
217,leg,4,0.03216666666666666
217,leg,5,0.03173333333333333
217,tail,1,0.018666666666666668
217,tail,2,0.014833333333333334
217,tail,3,0.021333333333333333
217,tail,4,0.025433333333333332
217,tail,5,0.027733333333333332
218,neck,1,0.015300000000000001
218,neck,2,0.017733333333333334
218,neck,3,0.027100000000000003
218,neck,4,0.029066666666666668
218,neck,5,0.024166666666666666
218,head,1,0.017333333333333333
218,head,2,0.03373333333333333
218,head,3,0.027533333333333333
218,head,4,0.027966666666666664
218,head,5,0.023133333333333332
218,leg,1,0.023466666666666667
218,leg,2,0.021733333333333334
218,leg,3,0.027566666666666666
218,leg,4,0.03163333333333333
218,leg,5,0.028266666666666666
218,tail,1,0.016966666666666668
218,tail,2,0.020766666666666666
218,tail,3,0.03473333333333333
218,tail,4,0.0197
218,tail,5,0.04206666666666667
219,neck,1,0.012166666666666666
219,neck,2,0.017733333333333334
219,neck,3,0.021566666666666668
219,neck,4,0.026166666666666668
219,neck,5,0.022266666666666667
219,head,1,0.021033333333333334
219,head,2,0.024399999999999998
219,head,3,0.021833333333333333
219,head,4,0.019933333333333334
219,head,5,0.014233333333333332
219,leg,1,0.017866666666666666
219,leg,2,0.02383333333333333
219,leg,3,0.021933333333333336
219,leg,4,0.0303
219,leg,5,0.03006666666666667
219,tail,1,0.013433333333333334
219,tail,2,0.020133333333333333
219,tail,3,0.034166666666666665
219,tail,4,0.025166666666666667
219,tail,5,0.032
220,neck,1,0.02696666666666667
220,neck,2,0.026833333333333334
220,neck,3,0.0278
220,neck,4,0.040233333333333336
220,neck,5,0.0342
220,head,1,0.017366666666666666
220,head,2,0.017400000000000002
220,head,3,0.0182
220,head,4,0.018966666666666666
220,head,5,0.018233333333333334
220,leg,1,0.017
220,leg,2,0.0183
220,leg,3,0.027566666666666666
220,leg,4,0.017033333333333334
220,leg,5,0.017900000000000003
220,tail,1,0.019066666666666666
220,tail,2,0.025633333333333334
220,tail,3,0.019066666666666666
220,tail,4,0.0286
220,tail,5,0.0262
221,neck,1,0.019
221,neck,2,0.0212
221,neck,3,0.023166666666666665
221,neck,4,0.0249
221,neck,5,0.022233333333333334
221,head,1,0.0154
221,head,2,0.018633333333333335
221,head,3,0.03056666666666667
221,head,4,0.029966666666666666
221,head,5,0.0323
221,leg,1,0.017333333333333333
221,leg,2,0.018433333333333336
221,leg,3,0.029766666666666667
221,leg,4,0.027266666666666668
221,leg,5,0.019966666666666667
221,tail,1,0.015733333333333332
221,tail,2,0.025266666666666666
221,tail,3,0.02743333333333333
221,tail,4,0.021500000000000002
221,tail,5,0.025033333333333335
222,neck,1,0.016866666666666665
222,neck,2,0.02033333333333333
222,neck,3,0.016
222,neck,4,0.019066666666666666
222,neck,5,0.0258
222,head,1,0.015966666666666667
222,head,2,0.014933333333333333
222,head,3,0.0208
222,head,4,0.021033333333333334
222,head,5,0.0114
222,leg,1,0.0129
222,leg,2,0.0176
222,leg,3,0.019
222,leg,4,0.015366666666666667
222,leg,5,0.013500000000000002
222,tail,1,0.014433333333333333
222,tail,2,0.015000000000000001
222,tail,3,0.020666666666666667
222,tail,4,0.0203
222,tail,5,0.0168
223,neck,1,0.017133333333333334
223,neck,2,0.028533333333333334
223,neck,3,0.0316
223,neck,4,0.03056666666666667
223,neck,5,0.037766666666666664
223,head,1,0.017933333333333336
223,head,2,0.025633333333333334
223,head,3,0.030866666666666667
223,head,4,0.03673333333333333
223,head,5,0.04323333333333333
223,leg,1,0.0187
223,leg,2,0.019899999999999998
223,leg,3,0.029266666666666667
223,leg,4,0.026000000000000002
223,leg,5,0.0324
223,tail,1,0.020566666666666667
223,tail,2,0.0247
223,tail,3,0.031133333333333336
223,tail,4,0.032633333333333334
223,tail,5,0.03306666666666667
224,neck,1,0.016033333333333333
224,neck,2,0.02706666666666667
224,neck,3,0.028533333333333334
224,neck,4,0.025266666666666666
224,neck,5,0.01983333333333333
224,head,1,0.017066666666666667
224,head,2,0.022133333333333335
224,head,3,0.02306666666666667
224,head,4,0.025733333333333334
224,head,5,0.01883333333333333
224,leg,1,0.026833333333333334
224,leg,2,0.017133333333333334
224,leg,3,0.019633333333333332
224,leg,4,0.014433333333333333
224,leg,5,0.028333333333333332
224,tail,1,0.013966666666666665
224,tail,2,0.024066666666666667
224,tail,3,0.029166666666666667
224,tail,4,0.021666666666666667
224,tail,5,0.0253
226,neck,1,0.0154
226,neck,2,0.024133333333333333
226,neck,3,0.03153333333333334
226,neck,4,0.028233333333333333
226,neck,5,0.03323333333333333
226,head,1,0.0209
226,head,2,0.023733333333333332
226,head,3,0.02296666666666667
226,head,4,0.0212
226,head,5,0.030866666666666667
226,leg,1,0.016033333333333333
226,leg,2,0.021133333333333334
226,leg,3,0.034333333333333334
226,leg,4,0.023466666666666667
226,leg,5,0.014866666666666667
226,tail,1,0.0242
226,tail,2,0.020566666666666667
226,tail,3,0.022433333333333336
226,tail,4,0.04253333333333333
226,tail,5,0.0259
301,neck,1,0.015000000000000001
301,neck,2,0.020033333333333334
301,neck,3,0.026233333333333334
301,neck,4,0.026033333333333335
301,neck,5,0.03396666666666667
301,head,1,0.018033333333333335
301,head,2,0.019366666666666664
301,head,3,0.031133333333333336
301,head,4,0.038033333333333336
301,head,5,0.032633333333333334
301,leg,1,0.016733333333333333
301,leg,2,0.026933333333333333
301,leg,3,0.015366666666666667
301,leg,4,0.0268
301,leg,5,0.0385
301,tail,1,0.019733333333333332
301,tail,2,0.027766666666666665
301,tail,3,0.031900000000000005
301,tail,4,0.0392
301,tail,5,0.0297
302,neck,1,0.018133333333333335
302,neck,2,0.019299999999999998
302,neck,3,0.014866666666666667
302,neck,4,0.0318
302,neck,5,0.023466666666666667
302,head,1,0.0171
302,head,2,0.02
302,head,3,0.020633333333333333
302,head,4,0.032466666666666665
302,head,5,0.032100000000000004
302,leg,1,0.012933333333333333
302,leg,2,0.025033333333333335
302,leg,3,0.021233333333333333
302,leg,4,0.0258
302,leg,5,0.0161
302,tail,1,0.0168
302,tail,2,0.01933333333333333
302,tail,3,0.0207
302,tail,4,0.020866666666666665
302,tail,5,0.024033333333333334
303,neck,1,0.014933333333333333
303,neck,2,0.014733333333333333
303,neck,3,0.013133333333333334
303,neck,4,0.016033333333333333
303,neck,5,0.017766666666666667
303,head,1,0.014366666666666666
303,head,2,0.0125
303,head,3,0.0123
303,head,4,0.0116
303,head,5,0.011733333333333333
303,leg,1,0.0163
303,leg,2,0.012033333333333333
303,leg,3,0.016833333333333332
303,leg,4,0.0217
303,leg,5,0.027266666666666668
303,tail,1,0.012166666666666666
303,tail,2,0.0151
303,tail,3,0.011266666666666668
303,tail,4,0.013566666666666666
303,tail,5,0.013933333333333332
304,neck,1,0.017133333333333334
304,neck,2,0.02383333333333333
304,neck,3,0.02266666666666667
304,neck,4,0.0391
304,neck,5,0.02783333333333333
304,head,1,0.015766666666666665
304,head,2,0.0149
304,head,3,0.0243
304,head,4,0.035333333333333335
304,head,5,0.032633333333333334
304,leg,1,0.0165
304,leg,2,0.0229
304,leg,3,0.0232
304,leg,4,0.03873333333333333
304,leg,5,0.030000000000000002
304,tail,1,0.018166666666666668
304,tail,2,0.022433333333333336
304,tail,3,0.025233333333333333
304,tail,4,0.030133333333333335
304,tail,5,0.027100000000000003
305,neck,1,0.015420853995612768
305,neck,2,0.01347406455257663
305,neck,3,0.027967662123578107
305,neck,4,0.02754892595983851
305,neck,5,0.03701907282482648
305,head,1,0.016171734086524565
305,head,2,0.02677867056526075
305,head,3,0.02521374424075106
305,head,4,0.027857982479058692
305,head,5,0.02359413710117887
305,leg,1,0.020540764753855415
305,leg,2,0.01610477085668288
305,leg,3,0.02832657330935568
305,leg,4,0.026929824100699204
305,leg,5,0.016724560083935837
305,tail,1,0.014481603203880583
305,tail,2,0.018165420149972245
305,tail,3,0.026565611259523246
305,tail,4,0.02492458122586703
305,tail,5,0.03562850030771355
306,neck,1,0.015799999999999998
306,neck,2,0.03133333333333334
306,neck,3,0.02723333333333333
306,neck,4,0.039066666666666666
306,neck,5,0.037366666666666666
306,head,1,0.029566666666666668
306,head,2,0.028633333333333334
306,head,3,0.022333333333333334
306,head,4,0.0278
306,head,5,0.032633333333333334
306,leg,1,0.027700000000000002
306,leg,2,0.024266666666666666
306,leg,3,0.03213333333333333
306,leg,4,0.04446666666666667
306,leg,5,0.0356
306,tail,1,0.0231
306,tail,2,0.01933333333333333
306,tail,3,0.023733333333333332
306,tail,4,0.025666666666666667
306,tail,5,0.020766666666666666
307,neck,1,0.0177
307,neck,2,0.023066666666666666
307,neck,3,0.0431
307,neck,4,0.023266666666666665
307,neck,5,0.028033333333333334
307,head,1,0.013866666666666666
307,head,2,0.0254
307,head,3,0.022333333333333334
307,head,4,0.017833333333333333
307,head,5,0.01806666666666667
307,leg,1,0.026133333333333335
307,leg,2,0.029
307,leg,3,0.024399999999999998
307,leg,4,0.031033333333333336
307,leg,5,0.0268
307,tail,1,0.017666666666666667
307,tail,2,0.014733333333333333
307,tail,3,0.022266666666666667
307,tail,4,0.017566666666666668
307,tail,5,0.016900000000000002
308,neck,1,0.0191
308,neck,2,0.01796666666666667
308,neck,3,0.020466666666666668
308,neck,4,0.022633333333333335
308,neck,5,0.0214
308,head,1,0.021633333333333334
308,head,2,0.021766666666666667
308,head,3,0.024166666666666666
308,head,4,0.020433333333333335
308,head,5,0.019566666666666666
308,leg,1,0.014866666666666667
308,leg,2,0.018033333333333335
308,leg,3,0.0166
308,leg,4,0.026366666666666667
308,leg,5,0.020166666666666666
308,tail,1,0.022133333333333335
308,tail,2,0.017400000000000002
308,tail,3,0.021566666666666668
308,tail,4,0.018799999999999997
308,tail,5,0.019933333333333334
309,neck,1,0.022133333333333335
309,neck,2,0.026500000000000003
309,neck,3,0.03163333333333333
309,neck,4,0.026633333333333335
309,neck,5,0.0242
309,head,1,0.0165
309,head,2,0.025533333333333335
309,head,3,0.030100000000000002
309,head,4,0.0419
309,head,5,0.0343
309,leg,1,0.0173
309,leg,2,0.01933333333333333
309,leg,3,0.026000000000000002
309,leg,4,0.0322
309,leg,5,0.02343333333333333
309,tail,1,0.013500000000000002
309,tail,2,0.017433333333333335
309,tail,3,0.031566666666666666
309,tail,4,0.028233333333333333
309,tail,5,0.0313
310,neck,1,0.0145
310,neck,2,0.018699999999999998
310,neck,3,0.019566666666666666
310,neck,4,0.017366666666666666
310,neck,5,0.030166666666666668
310,head,1,0.014966666666666666
310,head,2,0.017833333333333333
310,head,3,0.014033333333333333
310,head,4,0.0286
310,head,5,0.02196666666666667
310,leg,1,0.016833333333333332
310,leg,2,0.02266666666666667
310,leg,3,0.0181
310,leg,4,0.024366666666666665
310,leg,5,0.02716666666666667
310,tail,1,0.017033333333333334
310,tail,2,0.02206666666666667
310,tail,3,0.0248
310,tail,4,0.027000000000000003
310,tail,5,0.0309
311,neck,1,0.015666666666666666
311,neck,2,0.0131
311,neck,3,0.014166666666666666
311,neck,4,0.01746666666666667
311,neck,5,0.027866666666666665
311,head,1,0.013699999999999999
311,head,2,0.015033333333333334
311,head,3,0.014
311,head,4,0.0132
311,head,5,0.014733333333333333
311,leg,1,0.014266666666666667
311,leg,2,0.013466666666666667
311,leg,3,0.0127
311,leg,4,0.0195
311,leg,5,0.016833333333333332
311,tail,1,0.0123
311,tail,2,0.017233333333333333
311,tail,3,0.0132
311,tail,4,0.014266666666666667
311,tail,5,0.0168
312,neck,1,0.012733333333333334
312,neck,2,0.0157
312,neck,3,0.020233333333333332
312,neck,4,0.017666666666666667
312,neck,5,0.02793333333333333
312,head,1,0.015766666666666665
312,head,2,0.021266666666666666
312,head,3,0.021066666666666668
312,head,4,0.026866666666666667
312,head,5,0.028966666666666665
312,leg,1,0.0163
312,leg,2,0.015300000000000001
312,leg,3,0.0192
312,leg,4,0.019966666666666667
312,leg,5,0.021133333333333334
312,tail,1,0.012566666666666667
312,tail,2,0.018166666666666668
312,tail,3,0.030266666666666667
312,tail,4,0.020399999999999998
312,tail,5,0.028066666666666667
313,neck,1,0.0152
313,neck,2,0.016833333333333332
313,neck,3,0.0214
313,neck,4,0.030366666666666667
313,neck,5,0.035166666666666666
313,head,1,0.0135
313,head,2,0.021933333333333336
313,head,3,0.015133333333333334
313,head,4,0.0223
313,head,5,0.021500000000000002
313,leg,1,0.015033333333333334
313,leg,2,0.023733333333333332
313,leg,3,0.030133333333333335
313,leg,4,0.022166666666666668
313,leg,5,0.017633333333333334
313,tail,1,0.02033333333333333
313,tail,2,0.01856666666666667
313,tail,3,0.024633333333333333
313,tail,4,0.0274
313,tail,5,0.026633333333333335
314,neck,1,0.018400000000000003
314,neck,2,0.019766666666666665
314,neck,3,0.022366666666666667
314,neck,4,0.0187
314,neck,5,0.030833333333333334
314,head,1,0.014933333333333333
314,head,2,0.019166666666666665
314,head,3,0.019966666666666667
314,head,4,0.027333333333333334
314,head,5,0.032266666666666666
314,leg,1,0.01633333333333333
314,leg,2,0.015033333333333334
314,leg,3,0.020766666666666666
314,leg,4,0.03476666666666666
314,leg,5,0.016
314,tail,1,0.019066666666666666
314,tail,2,0.0175
314,tail,3,0.024666666666666667
314,tail,4,0.02706666666666667
314,tail,5,0.031400000000000004
315,neck,1,0.018933333333333333
315,neck,2,0.0207
315,neck,3,0.031566666666666666
315,neck,4,0.03886666666666667
315,neck,5,0.04206666666666667
315,head,1,0.0177
315,head,2,0.02393333333333333
315,head,3,0.03726666666666667
315,head,4,0.03216666666666666
315,head,5,0.03726666666666667
315,leg,1,0.026433333333333333
315,leg,2,0.01923333333333333
315,leg,3,0.03183333333333333
315,leg,4,0.026866666666666667
315,leg,5,0.0346
315,tail,1,0.027299999999999998
315,tail,2,0.024333333333333332
315,tail,3,0.029866666666666666
315,tail,4,0.018799999999999997
315,tail,5,0.03503333333333333
316,neck,1,0.011300000000000001
316,neck,2,0.012433333333333333
316,neck,3,0.01746666666666667
316,neck,4,0.014966666666666666
316,neck,5,0.0181
316,head,1,0.0125
316,head,2,0.016466666666666668
316,head,3,0.0127
316,head,4,0.014199999999999999
316,head,5,0.013933333333333332
316,leg,1,0.011533333333333333
316,leg,2,0.014066666666666667
316,leg,3,0.0134
316,leg,4,0.017766666666666667
316,leg,5,0.021833333333333333
316,tail,1,0.013866666666666666
316,tail,2,0.011566666666666666
316,tail,3,0.016033333333333333
316,tail,4,0.023966666666666667
316,tail,5,0.019133333333333332
317,neck,1,0.013233333333333335
317,neck,2,0.019299999999999998
317,neck,3,0.029666666666666668
317,neck,4,0.03203333333333333
317,neck,5,0.027899999999999998
317,head,1,0.016633333333333333
317,head,2,0.018966666666666666
317,head,3,0.021066666666666668
317,head,4,0.025
317,head,5,0.027899999999999998
317,leg,1,0.0195
317,leg,2,0.021166666666666667
317,leg,3,0.02343333333333333
317,leg,4,0.016266666666666665
317,leg,5,0.010466666666666668
317,tail,1,0.015766666666666665
317,tail,2,0.0232
317,tail,3,0.019433333333333334
317,tail,4,0.0292
317,tail,5,0.030233333333333334
318,neck,1,0.0221
318,neck,2,0.020866666666666665
318,neck,3,0.03333333333333333
318,neck,4,0.03546666666666667
318,neck,5,0.035
318,head,1,0.022233333333333334
318,head,2,0.025566666666666668
318,head,3,0.026866666666666667
318,head,4,0.0326
318,head,5,0.021633333333333334
318,leg,1,0.022033333333333335
318,leg,2,0.029933333333333333
318,leg,3,0.033800000000000004
318,leg,4,0.022166666666666668
318,leg,5,0.028933333333333332
318,tail,1,0.027866666666666665
318,tail,2,0.023533333333333333
318,tail,3,0.02656666666666667
318,tail,4,0.026500000000000003
318,tail,5,0.0286
319,neck,1,0.015933333333333334
319,neck,2,0.028766666666666666
319,neck,3,0.03883333333333334
319,neck,4,0.04276666666666666
319,neck,5,0.024266666666666666
319,head,1,0.0235
319,head,2,0.036366666666666665
319,head,3,0.0433
319,head,4,0.03303333333333333
319,head,5,0.023166666666666665
319,leg,1,0.0333
319,leg,2,0.026766666666666668
319,leg,3,0.04053333333333333
319,leg,4,0.035699999999999996
319,leg,5,0.03553333333333333
319,tail,1,0.019799999999999998
319,tail,2,0.0278
319,tail,3,0.028166666666666666
319,tail,4,0.024133333333333333
319,tail,5,0.042366666666666664
320,neck,1,0.019733333333333332
320,neck,2,0.0214
320,neck,3,0.031200000000000002
320,neck,4,0.028266666666666666
320,neck,5,0.0333
320,head,1,0.013966666666666665
320,head,2,0.017633333333333334
320,head,3,0.01846666666666667
320,head,4,0.0261
320,head,5,0.03133333333333334
320,leg,1,0.021133333333333334
320,leg,2,0.016133333333333333
320,leg,3,0.0231
320,leg,4,0.021866666666666666
320,leg,5,0.019066666666666666
320,tail,1,0.01806666666666667
320,tail,2,0.023066666666666666
320,tail,3,0.015933333333333334
320,tail,4,0.042466666666666666
320,tail,5,0.029733333333333334
321,neck,1,0.018600000000000002
321,neck,2,0.03563333333333333
321,neck,3,0.031100000000000003
321,neck,4,0.033
321,neck,5,0.03836666666666667
321,head,1,0.0267
321,head,2,0.01983333333333333
321,head,3,0.027666666666666666
321,head,4,0.031233333333333335
321,head,5,0.0222
321,leg,1,0.0205
321,leg,2,0.028333333333333332
321,leg,3,0.029833333333333333
321,leg,4,0.018866666666666667
321,leg,5,0.021933333333333336
321,tail,1,0.0177
321,tail,2,0.0242
321,tail,3,0.0275
321,tail,4,0.036566666666666664
321,tail,5,0.033133333333333334
322,neck,1,0.016900000000000002
322,neck,2,0.02
322,neck,3,0.0221
322,neck,4,0.023299999999999998
322,neck,5,0.03916666666666667
322,head,1,0.015300000000000001
322,head,2,0.0175
322,head,3,0.022433333333333336
322,head,4,0.025033333333333335
322,head,5,0.0283
322,leg,1,0.018600000000000002
322,leg,2,0.022500000000000003
322,leg,3,0.018033333333333335
322,leg,4,0.025633333333333334
322,leg,5,0.03333333333333333
322,tail,1,0.0145
322,tail,2,0.025233333333333333
322,tail,3,0.03233333333333333
322,tail,4,0.0292
322,tail,5,0.020366666666666665
323,neck,1,0.014466666666666666
323,neck,2,0.018966666666666666
323,neck,3,0.0165
323,neck,4,0.021933333333333336
323,neck,5,0.014666666666666666
323,head,1,0.0139
323,head,2,0.018266666666666667
323,head,3,0.01746666666666667
323,head,4,0.01923333333333333
323,head,5,0.0138
323,leg,1,0.015766666666666665
323,leg,2,0.0129
323,leg,3,0.016466666666666668
323,leg,4,0.018966666666666666
323,leg,5,0.020933333333333335
323,tail,1,0.014
323,tail,2,0.01983333333333333
323,tail,3,0.021766666666666667
323,tail,4,0.0286
323,tail,5,0.017633333333333334
324,neck,1,0.02
324,neck,2,0.022766666666666668
324,neck,3,0.02033333333333333
324,neck,4,0.03166666666666666
324,neck,5,0.023466666666666667
324,head,1,0.0203
324,head,2,0.015533333333333333
324,head,3,0.024033333333333334
324,head,4,0.016266666666666665
324,head,5,0.0157
324,leg,1,0.01933333333333333
324,leg,2,0.024366666666666665
324,leg,3,0.03253333333333333
324,leg,4,0.022633333333333335
324,leg,5,0.01633333333333333
324,tail,1,0.0232
324,tail,2,0.02
324,tail,3,0.021833333333333333
324,tail,4,0.027033333333333336
324,tail,5,0.01923333333333333
