iSub,type,iTrial,body_ori,neck_length,head_length,leg_length,tail_length,neck_angle,head_angle,leg_angle,tail_angle,category
8,adjust_init,25,-1,0.666666666666667,0.333333333333333,1.0,0.5,0.5,0.5,0.5,0.5,2.0
8,adjust_init,26,-1,0.0,0.166666666666667,0.5,0.5,0.5,0.5,0.5,0.5,1.0
8,adjust_init,27,1,0.166666666666667,0.5,0.333333333333333,1.0,0.5,0.5,0.5,0.5,4.0
8,adjust_init,28,1,0.0,0.833333333333333,0.166666666666667,0.0,0.5,0.5,0.5,0.5,3.0
8,adjust_after,1,-1,0.5,0.83333333333333,0.83333333333333,0.03674537010753,0.5,0.5,0.5,0.50001328313849,
8,adjust_after,2,1,1.16165411e-06,0.33333333333333,0.66666666666667,1.16165411e-06,0.50000256180001,0.5,0.5,0.50000256180001,
8,adjust_after,3,1,1.0,0.83333333333333,0.0,1.16165411e-06,0.5,0.5,0.5,0.50000256180001,
8,adjust_after,4,1,1.16165411e-06,0.16666666666667,0.16666666666667,0.99999914653225,0.50000256180001,0.5,0.5,0.49999962356656,
8,adjust_after,5,1,0.99999914653225,-0.0,1.0,0.98004843071055,0.49999962356656,0.5,0.5,0.50000102052953,
8,adjust_after,6,1,0.33333333333333,0.0,0.16666666666667,0.83333333333333,0.5,0.5,0.5,0.5,
8,adjust_after,7,-1,0.95902626047605,0.83333333333333,0.5,0.99999914653225,0.49999794395839,0.5,0.5,0.49999962356656,
8,adjust_after,8,-1,0.0,1.0,0.66666666666667,0.99999914653225,0.5,0.5,0.5,0.49999962356656,
8,adjust_after,9,1,0.66666666666667,0.33333333333333,0.66666666666667,1.16165411e-06,0.5,0.5,0.5,0.50000256180001,
8,adjust_after,10,1,,,,,,,,,
8,adjust_after,11,-1,0.99999914653225,0.0,0.33333333333333,0.99999914653225,0.49999962356656,0.5,0.5,0.49999962356656,
8,adjust_after,12,-1,0.99999914653225,0.16666666666667,0.83333333333333,0.99999914653225,0.49999962356656,0.5,0.5,0.49999962356656,
8,adjust_after,13,1,0.83333333333333,0.0,0.0,0.33333333333333,0.5,0.5,0.5,0.5,
8,adjust_after,14,-1,0.5,0.66666666666667,0.33333333333333,1.16165411e-06,0.5,0.5,0.5,0.50000256180001,
8,adjust_after,15,-1,0.33333333333333,0.66666666666667,0.16666666666667,1.0,0.5,0.5,0.5,0.5,
8,adjust_after,16,-1,0.33333333333333,0.5,0.66666666666667,1.16165411e-06,0.5,0.5,0.5,0.50000256180001,
8,adjust_after,17,1,0.83333333333333,0.5,0.0,1.16165411e-06,0.5,0.5,0.5,0.50000256180001,
8,adjust_after,18,-1,1.0,0.66666666666667,0.5,0.16666666666667,0.5,0.5,0.5,0.5,
8,adjust_after,19,-1,0.66666666666667,1.0,0.83333333333333,1.16165411e-06,0.5,0.5,0.5,0.50000256180001,
8,adjust_after,20,-1,0.99999914653225,0.66666666666667,0.83333333333333,0.99999914653225,0.49999962356656,0.5,0.5,0.49999962356656,
8,adjust_after,21,1,0.5,1.0,1.0,1.16165411e-06,0.5,0.5,0.5,0.50000256180001,
8,adjust_after,22,-1,1.0,0.33333333333333,0.0,0.99999914653225,0.5,0.5,0.5,0.49999962356656,
8,adjust_after,23,1,0.0,1.0,0.5,0.99999914653225,0.5,0.5,0.5,0.49999962356656,
8,adjust_after,24,1,0.16666666666667,0.16666666666667,0.33333333333333,0.99999914653225,0.5,0.5,0.5,0.49999962356656,
8,adjust_after,25,-1,0.66666666666667,0.33333333333333,1.0,0.99999914653225,0.5,0.5,0.5,0.49999962356656,
8,adjust_after,26,-1,0.0,0.16666666666667,0.5,0.23794030408958,0.5,0.5,0.5,0.50000208191663,
8,adjust_after,27,1,0.99999914653225,0.5,0.33333333333333,1.0,0.49999962356656,0.5,0.5,0.5,
8,adjust_after,28,1,0.0,0.83333333333333,0.16666666666667,0.0,0.5,0.5,0.5,0.5,
9,adjust_init,1,1,0.0,0.666666666666667,0.0,0.5,0.5,0.5,0.5,0.5,4.0
9,adjust_init,2,1,0.166666666666667,0.0,1.0,0.166666666666667,0.5,0.5,0.5,0.5,1.0
9,adjust_init,3,-1,0.0,0.166666666666667,0.666666666666667,0.166666666666667,0.5,0.5,0.5,0.5,2.0
9,adjust_init,4,-1,1.0,0.166666666666667,0.666666666666667,0.833333333333333,0.5,0.5,0.5,0.5,2.0
9,adjust_init,5,1,0.166666666666667,0.333333333333333,0.5,0.166666666666667,0.5,0.5,0.5,0.5,3.0
9,adjust_init,6,-1,0.666666666666667,1.0,0.0,0.333333333333333,0.5,0.5,0.5,0.5,3.0
9,adjust_init,7,1,0.333333333333333,0.833333333333333,0.5,0.5,0.5,0.5,0.5,0.5,4.0
9,adjust_init,8,1,1.0,0.333333333333333,1.0,0.0,0.5,0.5,0.5,0.5,2.0
9,adjust_init,9,1,0.166666666666667,0.666666666666667,1.0,0.333333333333333,0.5,0.5,0.5,0.5,4.0
9,adjust_init,10,1,0.5,0.166666666666667,0.333333333333333,0.833333333333333,0.5,0.5,0.5,0.5,1.0
9,adjust_init,11,1,0.666666666666667,0.0,1.0,0.666666666666667,0.5,0.5,0.5,0.5,3.0
9,adjust_init,12,-1,0.666666666666667,0.5,0.833333333333333,0.666666666666667,0.5,0.5,0.5,0.5,3.0
9,adjust_init,13,-1,0.166666666666667,1.0,0.0,0.333333333333333,0.5,0.5,0.5,0.5,1.0
9,adjust_init,14,1,1.0,0.0,0.333333333333333,0.5,0.5,0.5,0.5,0.5,3.0
9,adjust_init,15,1,0.0,0.5,0.333333333333333,1.0,0.5,0.5,0.5,0.5,4.0
9,adjust_init,16,-1,0.5,0.333333333333333,0.666666666666667,0.0,0.5,0.5,0.5,0.5,2.0
9,adjust_init,17,-1,0.666666666666667,0.0,0.166666666666667,0.333333333333333,0.5,0.5,0.5,0.5,2.0
9,adjust_init,18,1,0.833333333333333,0.666666666666667,0.833333333333333,0.0,0.5,0.5,0.5,0.5,4.0
9,adjust_init,19,1,0.0,0.166666666666667,0.833333333333333,0.5,0.5,0.5,0.5,0.5,2.0
9,adjust_init,20,1,0.833333333333333,0.666666666666667,0.333333333333333,0.166666666666667,0.5,0.5,0.5,0.5,1.0
9,adjust_init,21,1,0.333333333333333,1.0,0.5,1.0,0.5,0.5,0.5,0.5,3.0
9,adjust_init,22,-1,0.833333333333333,1.0,0.666666666666667,1.0,0.5,0.5,0.5,0.5,1.0
9,adjust_init,23,-1,0.5,0.833333333333333,0.166666666666667,0.833333333333333,0.5,0.5,0.5,0.5,2.0
9,adjust_init,24,1,0.833333333333333,0.833333333333333,0.5,1.0,0.5,0.5,0.5,0.5,4.0
9,adjust_init,25,1,0.333333333333333,0.5,0.0,0.0,0.5,0.5,0.5,0.5,4.0
9,adjust_init,26,-1,0.333333333333333,0.5,0.833333333333333,0.666666666666667,0.5,0.5,0.5,0.5,1.0
9,adjust_init,27,1,0.5,0.833333333333333,0.166666666666667,0.666666666666667,0.5,0.5,0.5,0.5,1.0
9,adjust_init,28,-1,1.0,0.333333333333333,0.166666666666667,0.833333333333333,0.5,0.5,0.5,0.5,3.0
9,adjust_after,1,1,0.0,1.00000030818537,0.0,1.16165411e-06,0.5,0.49999986407084,0.5,0.50000256180001,
9,adjust_after,2,1,,,,,,,,,
9,adjust_after,3,-1,0.0,0.16666666666667,0.66666666666667,0.16666666666667,0.5,0.5,0.5,0.5,
9,adjust_after,4,-1,1.0,0.16666666666667,0.66666666666667,0.83333333333333,0.5,0.5,0.5,0.5,
9,adjust_after,5,1,0.16666666666667,1.00000236467313,0.5,0.99999914653225,0.5,0.50000121889018,0.5,0.49999962356656,
9,adjust_after,6,-1,0.66666666666667,1.0,0.0,0.99999914653225,0.5,0.5,0.5,0.49999962356656,
9,adjust_after,7,1,0.33333333333333,1.00000057500936,0.5,1.16165411e-06,0.5,0.49999748452551,0.5,0.50000256180001,
9,adjust_after,8,1,1.0,3.0818543e-07,8.3502819e-07,0.0,0.5,0.49999932035486,0.49998072544152,0.5,
9,adjust_after,9,1,0.16666666666667,1.00000236467313,1.0,1.16165411e-06,0.5,0.50000121889018,0.5,0.50000256180001,
9,adjust_after,10,1,0.5,0.16666666666667,0.9999989132303,0.83333333333333,0.5,0.5,0.50000281375752,0.5,
9,adjust_after,11,1,0.66666666666667,0.99999802625138,1.0,0.99999914653225,0.5,0.50000313241777,0.5,0.49999962356656,
9,adjust_after,12,-1,0.66666666666667,0.99999802625138,0.83333333333333,0.99999914653225,0.5,0.50000313241777,0.5,0.49999962356656,
9,adjust_after,13,-1,0.16666666666667,4.37979354e-06,0.9999989132303,0.33333333333333,0.5,0.50000165045565,0.50000281375752,0.5,
9,adjust_after,14,1,0.55162917455088,0.84284462753899,0.33333333333333,0.99999914653225,0.49999890324177,0.50000077000648,0.5,0.49999962356656,
9,adjust_after,15,1,0.0,1.00000030818537,0.33333333333333,1.16165411e-06,0.5,0.49999986407084,0.5,0.50000256180001,
9,adjust_after,16,-1,0.5,-2.01511834e-06,8.3502819e-07,0.0,0.5,0.50000444401367,0.49998072544152,0.5,
9,adjust_after,17,-1,,,,,,,,,
9,adjust_after,18,1,0.83333333333333,0.99999623657781,0.83333333333333,0.0,0.5,0.49999939804288,0.5,0.5,
9,adjust_after,19,1,0.0,0.01196798652969,8.3502819e-07,0.5,0.5,0.50000261858621,0.49998072544152,0.5,
9,adjust_after,20,1,0.83333333333333,0.00393401519027,0.9999989132303,0.16666666666667,0.5,0.49999851958681,0.50000281375752,0.5,
9,adjust_after,21,1,,,,,,,,,
9,adjust_after,22,-1,0.83333333333333,-1.74829377e-06,0.9999989132303,1.0,0.5,0.4999925461935,0.50000281375752,0.5,
9,adjust_after,23,-1,0.5,-2.01511834e-06,0.16666666666667,0.83333333333333,0.5,0.50000444401367,0.5,0.5,
9,adjust_after,24,1,0.83333333333333,0.99334505944524,0.5,1.16165411e-06,0.5,0.50000162226862,0.5,0.50000256180001,
9,adjust_after,25,1,0.33333333333333,1.00000057500936,0.0,0.0,0.5,0.49999748452551,0.5,0.5,
9,adjust_after,26,-1,0.33333333333333,-4.07160706e-06,0.83333333333333,0.66666666666667,0.5,0.4999976698315,0.5,0.5,
9,adjust_after,27,1,0.5,-2.01511834e-06,0.9999989132303,0.66666666666667,0.5,0.50000444401367,0.50000281375752,0.5,
9,adjust_after,28,-1,1.0,0.9999982930647,0.16666666666667,0.99999914653225,0.5,0.5000007528674,0.5,0.49999962356656,
13,adjust_init,1,1,0.166666666666667,0.666666666666667,0.166666666666667,0.833333333333333,0.5,0.5,0.5,0.5,1.0
13,adjust_init,2,-1,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0
13,adjust_init,3,1,0.0,0.833333333333333,0.0,0.833333333333333,0.5,0.5,0.5,0.5,2.0
13,adjust_init,4,1,0.5,0.166666666666667,0.5,1.0,0.5,0.5,0.5,0.5,1.0
13,adjust_init,5,1,0.333333333333333,1.0,0.166666666666667,0.5,0.5,0.5,0.5,0.5,2.0
13,adjust_init,6,1,0.833333333333333,0.5,0.0,0.0,0.5,0.5,0.5,0.5,1.0
13,adjust_init,7,-1,1.0,0.666666666666667,0.333333333333333,0.166666666666667,0.5,0.5,0.5,0.5,2.0
13,adjust_init,8,1,0.166666666666667,0.333333333333333,0.833333333333333,0.666666666666667,0.5,0.5,0.5,0.5,1.0
13,adjust_init,9,-1,0.333333333333333,0.833333333333333,1.0,0.166666666666667,0.5,0.5,0.5,0.5,2.0
13,adjust_init,10,-1,0.666666666666667,1.0,0.333333333333333,1.0,0.5,0.5,0.5,0.5,1.0
13,adjust_init,11,1,0.666666666666667,0.333333333333333,0.666666666666667,0.0,0.5,0.5,0.5,0.5,1.0
13,adjust_init,12,-1,0.833333333333333,0.5,0.833333333333333,0.333333333333333,0.5,0.5,0.5,0.5,2.0
13,adjust_init,13,-1,0.0,0.0,0.666666666666667,0.666666666666667,0.5,0.5,0.5,0.5,2.0
13,adjust_init,14,-1,1.0,0.166666666666667,0.5,0.333333333333333,0.5,0.5,0.5,0.5,2.0
13,adjust_after,1,1,0.98951906979227,0.07922485841207,0.16666666666667,0.83333333333333,0.49999821765696,0.50000989844725,0.5,0.5,
13,adjust_after,2,-1,0.99999914653225,0.0,1.0,0.5,0.49999962356656,0.5,0.5,0.5,
13,adjust_after,3,1,0.0,0.83333333333333,0.97928796798181,0.83333333333333,0.5,0.5,0.50000460530652,0.5,
13,adjust_after,4,1,0.99999914653225,0.16666666666667,0.5,0.38292593998268,0.49999962356656,0.5,0.5,0.50000249395103,
13,adjust_after,5,1,0.15697629214349,0.20606211044098,0.16666666666667,0.5,0.5000095659833,0.49999930853995,0.5,0.5,
13,adjust_after,6,1,0.99999914653225,0.5,0.9999989132303,0.21673874532819,0.49999962356656,0.5,0.50000281375752,0.50000033522278,
13,adjust_after,7,-1,0.99334412324849,1.16165411e-06,0.33333333333333,0.16666666666667,0.50000251053744,0.49999743819999,0.5,0.5,
13,adjust_after,8,1,0.99999914653225,1.16165411e-06,0.83333333333333,0.66666666666667,0.49999962356656,0.49999743819999,0.5,0.5,
13,adjust_after,9,-1,1.16165411e-06,0.03073537625189,1.0,0.16666666666667,0.50000256180001,0.50000605912506,0.5,0.5,
13,adjust_after,10,-1,0.99999914653225,0.10431348737704,0.33333333333333,0.99999914653225,0.49999962356656,0.49999098261685,0.5,0.49999962356656,
13,adjust_after,11,1,0.99999914653225,0.15075257052334,0.66666666666667,1.16165411e-06,0.49999962356656,0.50000175492906,0.5,0.50000256180001,
13,adjust_after,12,-1,1.16165411e-06,0.10801169173662,0.83333333333333,0.33333333333333,0.50000256180001,0.5000056869491,0.5,0.5,
13,adjust_after,13,-1,,,,,,,,,
13,adjust_after,14,-1,0.12025976120722,0.16666666666667,0.5,0.33333333333333,0.49999735360808,0.5,0.5,0.5,
14,adjust_init,1,1,1.0,0.333333333333333,0.666666666666667,0.333333333333333,0.5,0.5,0.5,0.5,3.0
14,adjust_init,2,1,1.0,0.666666666666667,1.0,0.666666666666667,0.5,0.5,0.5,0.5,2.0
14,adjust_init,3,1,0.0,0.5,0.0,0.166666666666667,0.5,0.5,0.5,0.5,1.0
14,adjust_init,4,-1,1.0,0.833333333333333,0.833333333333333,0.833333333333333,0.5,0.5,0.5,0.5,3.0
14,adjust_init,5,-1,0.333333333333333,1.0,0.166666666666667,0.833333333333333,0.5,0.5,0.5,0.5,1.0
14,adjust_init,6,1,0.166666666666667,0.666666666666667,0.0,0.666666666666667,0.5,0.5,0.5,0.5,2.0
14,adjust_init,7,1,0.333333333333333,0.666666666666667,0.0,0.166666666666667,0.5,0.5,0.5,0.5,2.0
14,adjust_init,8,1,1.0,0.0,0.333333333333333,0.5,0.5,0.5,0.5,0.5,3.0
14,adjust_init,9,-1,0.833333333333333,0.5,0.666666666666667,0.833333333333333,0.5,0.5,0.5,0.5,4.0
14,adjust_init,10,1,0.0,0.333333333333333,0.833333333333333,0.0,0.5,0.5,0.5,0.5,2.0
14,adjust_init,11,-1,0.666666666666667,1.0,0.333333333333333,0.5,0.5,0.5,0.5,0.5,4.0
14,adjust_init,12,1,0.666666666666667,0.5,0.166666666666667,0.666666666666667,0.5,0.5,0.5,0.5,1.0
14,adjust_init,13,-1,0.333333333333333,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0
14,adjust_init,14,-1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.5,0.5,0.5,0.5,2.0
14,adjust_init,15,1,0.5,0.833333333333333,0.333333333333333,0.333333333333333,0.5,0.5,0.5,0.5,4.0
14,adjust_init,16,1,0.833333333333333,0.0,0.0,0.333333333333333,0.5,0.5,0.5,0.5,3.0
14,adjust_init,17,1,0.833333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,0.5,0.5,4.0
14,adjust_init,18,1,0.5,0.0,0.5,0.166666666666667,0.5,0.5,0.5,0.5,4.0
14,adjust_init,19,1,0.166666666666667,0.833333333333333,0.833333333333333,0.0,0.5,0.5,0.5,0.5,4.0
14,adjust_init,20,-1,0.0,1.0,0.166666666666667,1.0,0.5,0.5,0.5,0.5,3.0
14,adjust_init,21,1,0.5,0.166666666666667,0.5,0.5,0.5,0.5,0.5,0.5,1.0
14,adjust_init,22,1,0.166666666666667,1.0,0.666666666666667,0.0,0.5,0.5,0.5,0.5,1.0
14,adjust_init,23,-1,0.5,0.0,0.166666666666667,0.166666666666667,0.5,0.5,0.5,0.5,4.0
14,adjust_init,24,1,0.0,0.833333333333333,0.5,1.0,0.5,0.5,0.5,0.5,3.0
14,adjust_init,25,-1,0.666666666666667,0.333333333333333,0.833333333333333,0.5,0.5,0.5,0.5,0.5,2.0
14,adjust_init,26,1,0.333333333333333,0.166666666666667,0.5,0.833333333333333,0.5,0.5,0.5,0.5,1.0
14,adjust_init,27,1,0.166666666666667,0.166666666666667,1.0,0.0,0.5,0.5,0.5,0.5,3.0
14,adjust_init,28,-1,0.833333333333333,0.166666666666667,1.0,1.0,0.5,0.5,0.5,0.5,2.0
14,adjust_after,1,1,1.0,0.33333333333333,0.66666666666667,1.16165411e-06,0.5,0.5,0.5,0.50000256180001,
14,adjust_after,2,1,1.0,0.9999982930647,1.0,0.66666666666667,0.5,0.5000007528674,0.5,0.5,
14,adjust_after,3,1,0.0,2.32331001e-06,0.0,0.16666666666667,0.5,0.49999487642378,0.5,0.5,
14,adjust_after,4,-1,1.0,0.83333333333333,0.83333333333333,1.16165411e-06,0.5,0.5,0.5,0.50000256180001,
14,adjust_after,5,-1,0.33333333333333,-4.07160706e-06,8.3502819e-07,0.83333333333333,0.5,0.4999976698315,0.49998072544152,0.5,
14,adjust_after,6,1,0.16666666666667,1.00000236467313,0.0,0.66666666666667,0.5,0.50000121889018,0.5,0.5,
14,adjust_after,7,1,0.33333333333333,1.00000057500936,0.0,0.16666666666667,0.5,0.49999748452551,0.5,0.5,
14,adjust_after,8,1,1.0,0.0,0.33333333333333,1.16165411e-06,0.5,0.5,0.5,0.50000256180001,
14,adjust_after,9,-1,0.83333333333333,0.5,0.66666666666667,0.99999914653225,0.5,0.5,0.5,0.49999962356656,
14,adjust_after,10,1,0.0,1.00000030818537,0.83333333333333,0.0,0.5,0.49999986407084,0.5,0.5,
14,adjust_after,11,-1,0.66666666666667,1.0,0.9999989132303,0.99999914653225,0.5,0.5,0.50000281375752,0.49999962356656,
14,adjust_after,12,1,0.66666666666667,4.138295e-08,0.16666666666667,0.66666666666667,0.5,0.50001121808439,0.5,0.5,
14,adjust_after,13,-1,0.33333333333333,-4.07160706e-06,1.0,1.0,0.5,0.4999976698315,0.5,0.5,
14,adjust_after,14,-1,0.66666666666667,0.99999802625138,0.66666666666667,0.66666666666667,0.5,0.50000313241777,0.5,0.5,
14,adjust_after,15,1,0.5,0.83333333333333,0.33333333333333,0.99999914653225,0.5,0.5,0.5,0.49999962356656,
14,adjust_after,16,1,0.83333333333333,0.0,0.0,1.16165411e-06,0.5,0.5,0.5,0.50000256180001,
14,adjust_after,17,1,0.83333333333333,0.33333333333333,0.33333333333333,0.99999914653225,0.5,0.5,0.5,0.49999962356656,
14,adjust_after,18,1,0.5,0.0,0.5,0.99999914653225,0.5,0.5,0.5,0.49999962356656,
14,adjust_after,19,1,0.16666666666667,0.83333333333333,0.83333333333333,0.99999914653225,0.5,0.5,0.5,0.49999962356656,
14,adjust_after,20,-1,0.0,1.0,0.16666666666667,1.16165411e-06,0.5,0.5,0.5,0.50000256180001,
14,adjust_after,21,1,0.5,-2.01511834e-06,0.5,0.5,0.5,0.50000444401367,0.5,0.5,
14,adjust_after,22,1,0.16666666666667,4.37979354e-06,0.66666666666667,0.0,0.5,0.50000165045565,0.5,0.5,
14,adjust_after,23,-1,0.5,0.0,0.16666666666667,0.99999914653225,0.5,0.5,0.5,0.49999962356656,
14,adjust_after,24,1,0.0,0.83333333333333,0.5,1.16165411e-06,0.5,0.5,0.5,0.50000256180001,
14,adjust_after,25,-1,0.66666666666667,0.99999802625138,0.83333333333333,0.5,0.5,0.50000313241777,0.5,0.5,
14,adjust_after,26,1,0.33333333333333,-4.07160706e-06,0.5,0.83333333333333,0.5,0.49999766983151,0.5,0.5,
14,adjust_after,27,1,0.16666666666667,0.16666666666667,1.0,1.16165411e-06,0.5,0.5,0.5,0.50000256180001,
14,adjust_after,28,-1,0.83333333333333,0.99999623657781,1.0,1.0,0.5,0.49999939804288,0.5,0.5,
15,adjust_init,1,1,0.0,0.333333333333333,0.333333333333333,0.0,0.5,0.5,0.5,0.5,4.0
15,adjust_init,2,-1,0.333333333333333,0.5,0.0,1.0,0.5,0.5,0.5,0.5,2.0
15,adjust_init,3,-1,0.166666666666667,0.833333333333333,0.5,0.666666666666667,0.5,0.5,0.5,0.5,1.0
15,adjust_init,4,1,0.666666666666667,0.166666666666667,0.833333333333333,0.166666666666667,0.5,0.5,0.5,0.5,1.0
15,adjust_init,5,-1,0.333333333333333,0.666666666666667,0.166666666666667,0.666666666666667,0.5,0.5,0.5,0.5,1.0
15,adjust_init,6,1,0.666666666666667,0.666666666666667,0.333333333333333,0.833333333333333,0.5,0.5,0.5,0.5,3.0
15,adjust_init,7,1,1.0,0.166666666666667,0.166666666666667,0.0,0.5,0.5,0.5,0.5,2.0
15,adjust_init,8,1,0.0,0.0,1.0,0.833333333333333,0.5,0.5,0.5,0.5,1.0
15,adjust_init,9,-1,1.0,0.166666666666667,0.166666666666667,0.333333333333333,0.5,0.5,0.5,0.5,3.0
15,adjust_init,10,1,0.5,1.0,0.833333333333333,1.0,0.5,0.5,0.5,0.5,3.0
15,adjust_init,11,-1,0.5,0.5,0.666666666666667,0.833333333333333,0.5,0.5,0.5,0.5,1.0
15,adjust_init,12,1,0.166666666666667,0.0,0.0,1.0,0.5,0.5,0.5,0.5,4.0
15,adjust_init,13,-1,0.5,0.666666666666667,0.333333333333333,0.833333333333333,0.5,0.5,0.5,0.5,1.0
15,adjust_init,14,-1,0.0,0.333333333333333,0.5,0.0,0.5,0.5,0.5,0.5,4.0
15,adjust_init,15,1,0.833333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.5,0.5,0.5,0.5,4.0
