seqID,iSession,iRun,iTrial,stiID,feature1_name,feature2_name,feature3_name,feature4_name,feature1,feature2,feature3,feature4,category,ambiguous,miss,choice,presskey,rating,feedback,fixDU,choRT,rateRT,fdbDU
1,1,1,1,1,green,yellow,pink,blue,0.338540307617467,0.249531275589439,0.477226975418779,0.656601421582224,1,1,0,1,2,1,1,1.311,0.512,1.888,2.975
1,1,1,2,2,green,yellow,pink,blue,0.193323880727257,0.340363744753379,0.955913489733858,0.55547155083189,1,0,0,2,3,1,0.5,1.041,1.373,1.554,2.004
1,1,1,3,3,green,yellow,pink,blue,0.182550236718842,0.600126070319594,0.638884508750067,0.951751408155542,2,0,0,2,3,1,1,1.133,1.162,1.244,1.882
1,1,1,4,4,green,yellow,pink,blue,0.736529729451832,0.772264406378498,0.285717449112933,0.649631249371428,3,0,0,3,1,2,1,1.268,1.789,1.723,1.589
1,1,1,5,5,green,yellow,pink,blue,0.372588055010565,0.314297241599861,0.0839876034528789,0.684813055013724,1,0,0,2,3,2,0.5,1.475,4.632,2.33,1.242
1,1,1,6,6,green,yellow,pink,blue,0.667858827384855,0.545615197730496,0.711283365753476,0.135772361184586,4,1,0,4,4,1,1,1.479,2.493,0.941,1.162
1,1,1,7,7,green,yellow,pink,blue,0.620496807396374,0.000167333220274402,0.319220219016344,0.333971195463847,3,0,0,2,3,1,0,1.072,1.686,0.95,1.258
1,1,1,8,8,green,yellow,pink,blue,0.777020195962353,0.955800198159682,0.166473724211922,0.96209055528601,3,0,0,3,1,3,1,1.482,1.613,3.215,1.633
1,1,1,9,9,green,yellow,pink,blue,0.380615452356077,0.78251600563847,0.522987240270632,0.870633086768111,2,1,0,2,3,1,1,1.475,0.641,2.392,1.271
1,1,1,10,10,green,yellow,pink,blue,0.760644250042984,0.381570223641606,0.875618999723335,0.336988074376244,4,0,0,4,4,2,1,1.237,2.874,1.351,1.023
1,1,1,11,11,green,yellow,pink,blue,0.838391789117747,0.858345353961738,0.335890646698906,0.948998357808051,3,0,0,3,1,3,1,1.396,3.108,1.379,0.594
1,1,1,12,12,green,yellow,pink,blue,0.602709013562678,0.0831554573819205,0.875800907274642,0.441276481977924,4,0,0,1,2,3,0,1.064,0.296,2.035,1.169
1,1,1,13,13,green,yellow,pink,blue,0.281418491488066,0.858459047382738,0.0955347181010384,0.00265739565723289,2,0,0,1,2,3,0.5,1.205,2.24,0.845,1.154
1,1,1,14,14,green,yellow,pink,blue,0.150655375091456,0.376805873557448,0.421078492268306,0.913102638265413,1,0,0,2,3,1,0.5,1.454,2.976,1.211,0.817
1,1,1,15,15,green,yellow,pink,blue,0.693348700285336,0.611351033805061,0.136319284438865,0.291474836337739,3,0,0,3,1,2,1,1.392,0.352,1.87,0.755
1,1,1,16,16,green,yellow,pink,blue,0.757044097576085,0.83905846635311,0.567999560951486,0.622812243556119,4,0,0,1,2,2,0,1.476,3.626,0.815,0.746
1,1,1,17,17,green,yellow,pink,blue,0.60858867500497,0.747809997257011,0.103040891831042,0.651572314951661,3,0,0,3,1,3,1,1.323,1.179,1.009,0.371
1,1,1,18,18,green,yellow,pink,blue,0.635319193290866,0.80529598019842,0.792754487111617,0.888868229574326,4,0,0,1,2,1,0,1.01,1.547,2.21,0.708
1,1,1,19,19,green,yellow,pink,blue,0.854162597098904,0.487356690115702,0.706066266637805,0.576423571807912,4,1,0,1,2,1,0,1.42,1.186,0.692,0.537
1,1,1,20,20,green,yellow,pink,blue,0.839824250248795,0.239659340311907,0.238782862798406,0.751914802202189,3,0,0,3,1,1,1,1.463,0.336,0.851,0.443
1,1,1,21,21,green,yellow,pink,blue,0.404435093867519,0.36767295259649,0.952379627664773,0.819934006911178,1,0,0,1,2,1,1,1.334,0.888,3.5,2.011
1,1,1,22,22,green,yellow,pink,blue,0.510888498745883,0.357142096135755,0.370324906133733,0.733827784440533,3,1,0,1,2,1,0,1.374,4.104,0.719,0.497
1,1,1,23,23,green,yellow,pink,blue,0.986569246990042,0.523011178614968,0.789039117811581,0.185858357907612,4,1,0,4,4,1,1,1.367,1.712,1.003,0.401
1,1,1,24,24,green,yellow,pink,blue,0.337122320524509,0.479627198939952,0.418474674850211,0.969212765288818,1,1,0,2,3,1,0.5,1.19,1.328,1.217,0.601
1,1,1,25,25,green,yellow,pink,blue,0.686134119203102,0.507540584345851,0.316507760247758,0.326847594793022,3,1,0,1,2,2,0,1.323,7.117,0.749,0.473
1,1,1,26,26,green,yellow,pink,blue,0.725235744179621,0.0341359355628322,0.834202843911858,0.369464731354038,4,0,0,1,2,1,0,1.078,4.28,3.09,0.395
1,1,1,27,27,green,yellow,pink,blue,0.982506255172626,0.119313042046731,0.807252059818017,0.0819532909704777,4,0,0,4,4,1,1,1.348,1.163,2.161,0.419
1,1,1,28,28,green,yellow,pink,blue,0.973886172477944,0.996181048149038,0.801143335790506,0.64529843031441,4,0,0,1,2,2,0,1.008,4.782,1.332,0.617
1,1,1,29,29,green,yellow,pink,blue,0.300812376905953,0.14568796088802,0.173852804439967,0.127067779393876,1,0,0,1,2,1,1,1.132,0.594,0.842,0.661
1,1,1,30,30,green,yellow,pink,blue,0.204512657547971,0.950021798758643,0.848029479466423,0.090010040683454,2,0,0,4,4,1,0,1.015,2.238,0.84,0.45
1,1,1,31,31,green,yellow,pink,blue,0.302941199456475,0.390105922880454,0.971689901046317,0.597108864573855,1,0,0,3,1,1,0,1.041,5.414,2.868,0.403
1,1,1,32,32,green,yellow,pink,blue,0.434667453627807,0.744794302053674,0.377777407864368,0.20391776625318,2,0,0,4,4,1,0,1.407,1.615,0.964,0.372
1,1,1,33,33,green,yellow,pink,blue,0.570111446116527,0.401674661378228,0.563843574729314,0.112225977282465,4,0,0,4,4,1,1,1.343,0.872,1.525,0.579
1,1,1,34,34,green,yellow,pink,blue,0.386083709097766,0.210700100910222,0.71182244303753,0.766823341472693,1,0,0,2,3,1,0.5,1.152,2.59,0.929,0.564
1,1,1,35,35,green,yellow,pink,blue,0.0285651261531494,0.531843537956469,0.449532770399511,0.690362016333493,2,1,0,2,3,1,1,1.471,1.055,0.638,0.647
1,1,1,36,36,green,yellow,pink,blue,0.802741317660312,0.563799428772799,0.550908950917404,0.00200511048267649,4,0,0,2,3,1,0,1.01,1.302,0.445,0.54
1,1,2,37,37,green,yellow,pink,blue,0.104375789222493,0.598690167844827,0.529324053279458,0.296431550256506,2,1,0,4,4,2,0,1.213,1.109,1.295,1.254
1,1,2,38,38,green,yellow,pink,blue,0.0995955013579098,0.089013020615799,0.612860957513424,0.17124095619481,1,0,0,1,2,1,1,1.185,1.143,1.191,0.642
1,1,2,39,39,green,yellow,pink,blue,0.0781282036557939,0.353344113580975,0.22195439187123,0.73107151730749,1,0,0,4,4,1,0,1.378,3.316,1.576,1.706
1,1,2,40,40,green,yellow,pink,blue,0.0211465004028558,0.0863709225230821,0.754800233449589,0.96501559686499,1,0,0,2,3,1,0.5,1.393,3.189,1.453,1.847
1,1,2,41,41,green,yellow,pink,blue,0.243155199176024,0.664285843184594,0.490081147572976,0.981201878337786,2,1,0,2,3,1,1,1.086,2.968,5.072,0.644
1,1,2,42,42,green,yellow,pink,blue,0.273971029472466,0.782676781895452,0.863676262394078,0.204020618346124,2,0,0,1,2,1,0.5,1.239,1.326,1.021,1.379
1,1,2,43,43,green,yellow,pink,blue,0.673328248808855,0.875053347020122,0.449303071468478,0.217250380267658,3,0,0,4,4,1,0.5,1.217,2.877,0.919,1.514
1,1,2,44,44,green,yellow,pink,blue,0.548263790335234,0.79357609248907,0.0850005532883895,0.128146078685893,3,1,0,1,2,1,0,1.318,0.569,0.901,1.865
1,1,2,45,45,green,yellow,pink,blue,0.734902178071617,0.801159991328717,0.622339527862731,0.263512123168346,4,0,0,4,4,1,1,1.35,2.72,0.619,1.592
1,1,2,46,46,green,yellow,pink,blue,0.304924051515122,0.54318640403044,0.480623410518346,0.277144261142359,2,1,0,2,3,1,1,1.373,2.482,0.846,1.427
1,1,2,47,47,green,yellow,pink,blue,0.115177122259193,0.379372327969644,0.42120741313032,0.892623997819066,1,0,0,2,3,2,0.5,1.131,0.443,1.614,1.154
1,1,2,48,48,green,yellow,pink,blue,0.786071805568956,0.243030716653047,0.0430523534037094,0.807221626302438,3,0,0,3,1,2,1,1.335,1.575,7.86,0.89
1,1,2,49,49,green,yellow,pink,blue,0.097363208057821,0.694150222062143,0.0331232434958778,0.597434020539696,2,0,0,3,1,1,0,1.322,2.3,1.733,2.32
1,1,2,50,50,green,yellow,pink,blue,0.148284582469214,0.835934486478226,0.980925402439669,0.309388214773432,2,0,0,1,2,1,0.5,1.074,1.316,0.732,1.042
1,1,2,51,51,green,yellow,pink,blue,0.957556090234298,0.75068187966773,0.474626203316088,0.885318449454633,3,1,0,3,1,1,1,1.052,3.426,0.82,1.307
1,1,2,52,52,green,yellow,pink,blue,0.144791157673957,0.048293663116095,0.086721121230573,0.540935738707139,1,0,0,1,2,2,1,1.243,6.347,4.085,1.005
1,1,2,53,53,green,yellow,pink,blue,0.762150499210794,0.208487502261558,0.307281279900562,0.0863666770173886,3,0,0,4,4,2,0.5,1.476,3.033,1.829,1.066
1,1,2,54,54,green,yellow,pink,blue,0.495714205277787,0.514902773558037,0.407266865021864,0.767461186683123,2,1,0,2,3,1,1,1.164,4.019,0.51,0.669
1,1,2,55,55,green,yellow,pink,blue,0.644172553640729,0.753557700678155,0.995548465487242,0.918082544896002,4,0,0,2,3,2,0,1.287,0.879,1.259,5.536
1,1,2,56,56,green,yellow,pink,blue,0.456493627391345,0.238836307319485,0.267928371076376,0.776742520530591,1,1,0,3,1,1,0,1.105,3.67,0.823,1.861
1,1,2,57,57,green,yellow,pink,blue,0.519536201331106,0.474341682106941,0.453585445305823,0.149843374820798,3,1,0,4,4,2,0.5,1.371,4.732,1.602,0.964
1,1,2,58,58,green,yellow,pink,blue,0.468765954689914,0.810514305936315,0.0134801679307477,0.749981163933274,2,1,0,3,1,2,0,1.121,2.422,0.724,0.663
1,1,2,59,59,green,yellow,pink,blue,0.301121366366183,0.081104690847175,0.559778564180917,0.336687098395901,1,0,0,1,2,2,1,1.247,12.759,1.809,0.93
1,1,2,60,60,green,yellow,pink,blue,0.287553374242272,0.885378573724251,0.608418942695846,0.882221194022763,2,0,0,2,3,1,1,1.345,1.477,1.583,0.907
1,1,2,61,61,green,yellow,pink,blue,0.856245391116627,0.114017524797255,0.899118765110629,0.440914365799874,4,0,0,3,1,1,0.5,1.441,4.254,0.987,1.759
1,1,2,62,62,green,yellow,pink,blue,0.112271313079764,0.720166716205716,0.896562988144801,0.560827824350063,2,0,0,1,2,1,0.5,1.476,4.843,2.079,0.85
1,1,2,63,63,green,yellow,pink,blue,0.621108567330535,0.264367890715012,0.788830705412681,0.483150574654749,4,0,0,4,4,1,1,1.268,2.995,1.854,1.162
1,1,2,64,64,green,yellow,pink,blue,0.364722132285368,0.270783175619408,0.919435429132033,0.353445502080976,1,0,0,1,2,1,1,1.062,12.793,0.463,0.463
1,1,2,65,65,green,yellow,pink,blue,0.936584380146442,0.46694945019221,0.488552426117003,0.273065902091723,3,1,0,4,4,2,0.5,1.067,3.219,1.705,1.062
1,1,2,66,66,green,yellow,pink,blue,0.754717387302335,0.274862271755082,0.108992928450309,0.210785603192278,3,0,0,3,1,1,1,1.122,3.052,0.49,0.428
1,1,3,67,67,green,yellow,pink,blue,0.219957100956476,0.447704677137601,0.957666144786035,0.468181926500067,1,0,0,2,3,2,0.5,1.416,3.096,0.446,0.893
1,1,3,68,68,green,yellow,pink,blue,0.287562276828998,0.572195437914478,0.729621043377509,0.640487879832434,2,0,0,2,3,1,1,1.12,2.655,0.464,1.383
1,1,3,69,69,green,yellow,pink,blue,0.7015639893487,0.121598633825249,0.951896261827674,0.996194077289132,4,0,0,1,2,2,0,1.403,4.452,2.015,6.945
1,1,3,70,70,green,yellow,pink,blue,0.530021862915806,0.575529518292631,0.814773807512089,0.580541746599803,4,1,0,1,2,1,0,1.115,4.324,1.414,1.001
1,1,3,71,71,green,yellow,pink,blue,0.897899957742367,0.404230604051963,0.101199654870196,0.964436375604122,3,0,0,3,1,2,1,1.461,1.37,1.159,1.114
1,1,3,72,72,green,yellow,pink,blue,0.127056953890691,0.618305614105582,0.276763705265492,0.238285702056903,2,0,0,2,3,1,1,1.169,4.558,0.915,1.881
1,1,3,73,73,green,yellow,pink,blue,0.37787160659288,0.694622907018215,0.196708651954612,0.477664507703182,2,0,0,3,1,2,0,1.091,1.236,0.883,2.024
1,1,3,74,74,green,yellow,pink,blue,0.489044499319282,0.321712233194486,0.633163919069855,0.436839995930885,1,1,0,1,2,1,1,1.119,0.775,0.909,1.43
1,1,3,75,75,green,yellow,pink,blue,0.0798650258574817,0.545001492881026,0.442833538112252,0.383875684415037,2,1,0,2,3,1,1,1.303,3.664,0.898,1.11
1,1,3,76,76,green,yellow,pink,blue,0.611172612705356,0.168751439244483,0.0536676020384427,0.179227648693296,3,0,0,3,1,2,1,1.231,3.697,0.628,1.029
1,1,3,77,77,green,yellow,pink,blue,0.551476276252972,0.41123381713775,0.170605224264913,0.750391438203067,3,0,0,3,1,3,1,1.169,0.245,0.698,1.52
1,1,3,78,78,green,yellow,pink,blue,0.499841434094373,0.489464722196795,0.0359371711896007,0.253416912541172,1,1,0,3,1,3,0,1.411,0.499,1.048,1.096
1,1,3,79,79,green,yellow,pink,blue,0.914767507064846,0.684583197269554,0.899164229523606,0.922977061653135,4,0,0,1,2,1,0,1.287,1.606,1.009,2.6
1,1,3,80,80,green,yellow,pink,blue,0.841131563422315,0.148603486516948,0.762683151477588,0.310099186216144,4,0,0,1,2,1,0,1.269,4.537,7.79,0.889
1,1,3,81,81,green,yellow,pink,blue,0.383809910943029,0.971961747392607,0.951591098897774,0.584413339311815,2,0,0,2,3,1,1,1.455,3.728,2.986,0.636
1,1,3,82,82,green,yellow,pink,blue,0.955681690185346,0.500577151267434,0.586978826994628,0.112952048014391,4,1,0,4,4,3,1,1.136,0.878,1.489,0.673
1,1,3,83,83,green,yellow,pink,blue,0.842038084499628,0.932818165544831,0.361551365395791,0.508736154141371,3,0,0,3,1,2,1,1.374,1.433,1.248,0.632
1,1,3,84,84,green,yellow,pink,blue,0.88135040059712,0.4732584352661,0.698561630616361,0.85595066689521,4,1,0,3,1,1,0.5,1.372,3.427,0.684,1.026
1,1,3,85,85,green,yellow,pink,blue,0.469477769384897,0.937997655036378,0.881155494199879,0.741853689830892,2,1,0,2,3,2,1,1.184,0.454,0.845,0.45
1,1,3,86,86,green,yellow,pink,blue,0.595727527910202,0.999785923476787,0.105989207709199,0.169311238204767,3,0,0,3,1,2,1,1.278,5.496,0.624,0.765
1,1,3,87,87,green,yellow,pink,blue,0.672335851391435,0.131825708300722,0.409670818557396,0.511458285269348,3,0,0,4,4,2,0.5,1.03,1.144,0.567,0.732
1,1,3,88,88,green,yellow,pink,blue,0.633075963007514,0.755530926502715,0.189921142530413,0.988587942371461,3,0,0,3,1,4,1,1.019,0.38,4.17,0.921
1,1,3,89,89,green,yellow,pink,blue,0.0584011388033517,0.700360475427647,0.940783221335081,0.380867520174349,2,0,0,2,3,4,1,1.26,0.882,0.897,0.938
1,1,3,90,90,green,yellow,pink,blue,0.249337553732062,0.492849166645286,0.460865352687429,0.825729079657505,1,1,0,2,3,2,0.5,1.385,5.013,1.822,1.532
1,1,3,91,91,green,yellow,pink,blue,0.508444489010769,0.554451414163814,0.824349808539752,0.188160781810542,4,1,0,4,4,4,1,1.463,0.327,1.627,1.082
1,1,3,92,92,green,yellow,pink,blue,0.603165275117232,0.290318550426025,0.385799476108823,0.845108951835216,3,0,0,3,1,1,1,1.058,3.029,0.619,0.994
1,1,3,93,93,green,yellow,pink,blue,0.0333548619748134,0.278683557574123,0.618953458516499,0.872322340129482,1,0,0,2,3,3,0.5,1.279,2.951,5.858,0.854
1,1,3,94,94,green,yellow,pink,blue,0.317413360603382,0.420128596059343,0.500466249363283,0.327046879315903,1,1,0,1,2,3,1,1.229,1.634,0.586,0.708
1,1,3,95,95,green,yellow,pink,blue,0.534360414023599,0.891188582487199,0.417723862295388,0.735668165321065,3,1,0,3,1,2,1,0.998,0.177,0.468,0.451
1,1,3,96,96,green,yellow,pink,blue,0.299392823752563,0.0163484357899549,0.339367872080041,0.96778377101096,1,0,0,1,2,1,1,1.162,3.196,1.511,0.632
1,1,3,97,97,green,yellow,pink,blue,0.39661925122508,0.710117446423244,0.0341487072425715,0.286282965221524,2,0,0,3,1,2,0,1.074,10.14,0.587,3.52
1,1,3,98,98,green,yellow,pink,blue,0.0481873014709518,0.96741987665905,0.790179430645945,0.301214367375024,2,0,0,2,3,2,1,1.393,3.206,0.299,0.657
1,1,3,99,99,green,yellow,pink,blue,0.0202474369253686,0.484136627177461,0.346886759754267,0.277882750789198,1,1,0,2,3,2,0.5,1.149,1.818,0.377,1.429
1,1,4,100,100,green,yellow,pink,blue,0.842761933560642,0.539238072460923,0.0887159112737243,0.522326288265602,3,1,0,3,1,2,1,1.259,1.06,0.959,0.977
1,1,4,101,101,green,yellow,pink,blue,0.84987670664048,0.039103867047985,0.793073235251088,0.0326216097732698,4,0,0,4,4,2,1,1.076,0.586,2.277,0.826
1,1,4,102,102,green,yellow,pink,blue,0.22451774039969,0.23674723537888,0.0426539100194002,0.693827636987624,1,0,0,3,1,1,0,1.296,2.511,0.831,0.725
1,1,4,103,103,green,yellow,pink,blue,0.000691251223964462,0.770643059962927,0.757821413157917,0.767689984211554,2,0,0,2,3,3,1,1.125,0.042,1.214,1.033
1,1,4,104,104,green,yellow,pink,blue,0.904110478652394,0.763623243669191,0.68374779221879,0.0563179837846178,4,0,0,4,4,3,1,1.322,1.733,1.165,0.916
1,1,4,105,105,green,yellow,pink,blue,0.062247273690726,0.688784265709547,0.843163717660291,0.0534603932133541,2,0,0,2,3,2,1,1.34,0.707,0.885,0.914
1,1,4,106,106,green,yellow,pink,blue,0.795947944433113,0.501963365755429,0.393971562329176,0.558382754529527,3,1,0,1,2,1,0,1.369,2.181,0.897,1.106
1,1,4,107,107,green,yellow,pink,blue,0.958987707318927,0.674138123657053,0.643361046116861,0.671856368090389,4,0,0,3,1,1,0.5,1.219,0.627,1.072,1.149
1,1,4,108,108,green,yellow,pink,blue,0.015390951462697,0.110859226683083,0.0638249375414536,0.174218083582396,1,0,0,1,2,1,1,1.034,1.428,1.326,1.203
1,1,4,109,109,green,yellow,pink,blue,0.521554899641459,0.858007613022709,0.874841645454256,0.676709594235911,4,1,0,2,3,2,0,1.108,2.626,1.618,0.892
1,1,4,110,110,green,yellow,pink,blue,0.977114820099923,0.748403364873798,0.899366104710736,0.309944383390176,4,0,0,4,4,2,1,1.453,1.904,0.649,0.533
1,1,4,111,111,green,yellow,pink,blue,0.0478336053889375,0.0754059838251717,0.290935590141729,0.71236376172294,1,0,0,2,3,2,0.5,1.069,4.242,0.63,0.769
1,1,4,112,112,green,yellow,pink,blue,0.678077553853502,0.861694890020046,0.0562084053259748,0.258657465055,3,0,0,3,1,2,1,1.409,0.965,0.779,0.426
1,1,4,113,113,green,yellow,pink,blue,0.947626175530301,0.384827682518702,0.493854798269526,0.561051094060093,3,1,0,1,2,1,0,1.264,8.951,0.855,0.645
1,1,4,114,114,green,yellow,pink,blue,0.0999716004542859,0.218008537269885,0.113468487005104,0.340768576639366,1,0,0,3,1,2,0,1.494,0.856,1.334,0.669
1,1,4,115,115,green,yellow,pink,blue,0.475049829081837,0.674686110342458,0.322489875398822,0.655624631080674,2,1,0,3,1,1,0,1.032,3.927,2.106,0.649
1,1,4,116,116,green,yellow,pink,blue,0.545555122116302,0.99966956278375,0.564226165900427,0.450198926383195,4,1,0,4,4,2,1,1.215,4.063,0.562,0.579
1,1,4,117,117,green,yellow,pink,blue,0.20052635152566,0.122260143172182,0.665443828359254,0.626591762856134,1,0,0,1,2,2,1,1.046,0.505,1.038,0.502
1,1,4,118,118,green,yellow,pink,blue,0.534702363747072,0.330541424798944,0.595225194350357,0.349927952622915,4,1,0,2,3,2,0,1.477,2.898,0.487,0.595
1,1,4,119,119,green,yellow,pink,blue,0.0375489917649622,0.814047325024636,0.400026409622652,0.666530432728925,2,0,0,2,3,2,1,0.995,0.628,0.518,0.357
1,1,4,120,120,green,yellow,pink,blue,0.682099299165151,0.487602251083886,0.4650008345086,0.291283705880188,3,1,0,4,4,2,0.5,1.383,1.656,0.598,4.885
